query_kind,query_exam_id,query_id,query_topic_id,query_file,query_line,query_usage,query_subject,query_summary,peer_kind,peer_exam_id,peer_id,peer_file,peer_line,peer_note,compared_field,tier,reason,same_exam,exact_stem,containment,jaccard_stem_keep,jaccard_stem_drop,jaccard_combo_keep,jaccard_combo_drop,tfidf_keep,tfidf_drop,seq_keep,seq_drop,lcs_len,lcs_ratio,expl_seq,gram_containment,choice_hits,choice_ratio,correct_index_same,number_match,shared_numbers,distinctive_shared_numbers,title_jaccard,calc_jaccard,alt_jaccard
learn_example,cargo_gear,cg-rated-load-angle,cg-rated-load-angle,src/lib/data/learn/cargo-gear-topics.ts,169,in_use,揚貨装置に関する知識,制限荷重と制限角度,multiple_choice,cargo_gear,575b4711-51fb-4fbf-aaca-50889b3a74d7,supabase/migrations/20260904130100_cargo_gear_2026_04_questions.sql,237,公益財団法人安全衛生技術試験協会 令和8年4月公表 揚貨装置運転士試験 問9,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.1394,0.1446,0.1343,0.1392,0.5128,0.5141,0.327,0.3326,69,0.3,0.0,0.1702,0,0.0,False,subset,1,,0.0258,0.0,0.0
learn_example,cargo_gear,cg-ship-cargo-chief,cg-ship-cargo-chief,src/lib/data/learn/cargo-gear-topics.ts,259,in_use,関係法令,船内荷役作業主任者,multiple_choice,cargo_gear,a52ae461-f6d7-4d4d-a276-2caaafdd647b,supabase/migrations/20260904130000_cargo_gear_2025_10_questions.sql,384,公益財団法人安全衛生技術試験協会 令和7年10月公表 揚貨装置運転士試験 問16,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0276,0.0276,0.1807,0.188,0.4872,0.4938,0.1228,0.1228,21,0.0698,0.0,0.2601,0,0.0,False,none,,,0.1944,0.0,0.0
learn_example,cargo_gear,cg-sling-inspection,cg-sling-inspection,src/lib/data/learn/cargo-gear-topics.ts,246,in_use,関係法令,スリングの点検時期,multiple_choice,cargo_gear,64dcb3c7-9fd8-43ae-b723-b5c3997789c7,supabase/migrations/20260904130100_cargo_gear_2026_04_questions.sql,384,公益財団法人安全衛生技術試験協会 令和8年4月公表 揚貨装置運転士試験 問16,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.1031,0.1019,0.1785,0.1767,0.4535,0.4501,0.3269,0.3228,51,0.2116,0.0,0.3846,0,0.0,False,none,,,0.0448,0.0,0.0
learn_example,cargo_gear,cg-wire-safety-factor,cg-wire-safety-factor,src/lib/data/learn/cargo-gear-topics.ts,207,in_use,関係法令,ワイヤロープの安全係数,multiple_choice,cargo_gear,ac4a6244-048f-44fc-a19d-9fa2baa4e957,supabase/migrations/20260904130000_cargo_gear_2025_10_questions.sql,300,公益財団法人安全衛生技術試験協会 令和7年10月公表 揚貨装置運転士試験 問12,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0847,0.0851,0.1336,0.1341,0.3803,0.3208,0.1471,0.1374,25,0.0801,0.0,0.76,0,0.0,False,none,,,0.3077,0.0,0.0
multiple_choice,crane_all,014ffd9f-fb00-408a-a9db-df3dac32ef84,,supabase/migrations/20260904090843_crane_all_original_questions.sql,436,in_use,関係法令,クレーンの運転資格に関する記述として、正しいものはどれか。,multiple_choice,crane_all,957e7fc0-6300-4e88-b580-0db230b757fc,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1328,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問19,stem+choices,LOW,short_topic_header,True,False,False,0.2162,0.2162,0.1538,0.1818,0.2933,0.3685,0.5306,0.5306,13,0.4062,0.0,0.4286,0,0.0,False,none,,,0.0,0.0,0.0
multiple_choice,crane_all,038921ae-12ff-4a86-a82b-42dcec2c5718,,supabase/migrations/20260904090843_crane_all_original_questions.sql,463,in_use,関係法令,クレーンの定期自主検査に関する記述として、正しいものはどれか。,multiple_choice,mobile_crane,75bb0c07-4a24-49b2-95cf-429a5c817af8,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,578,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問28,stem+choices,LOW,short_topic_header,False,False,False,0.5909,0.5909,0.1367,0.1497,0.4118,0.4316,0.8718,0.8718,17,0.85,0.0,0.7059,0,0.0,False,full,1|3,,0.0,0.0,0.0
multiple_choice,crane_all,9e6d940c-d7ae-47b2-8131-c050f8fcc796,,supabase/migrations/20260904090843_crane_all_original_questions.sql,598,in_use,原動機及び電気に関する知識,クレーンに使用される電動機の種類と特性に関する記述として、正しいものは…,multiple_choice,crane_all,845495ff-ddb9-4471-b112-e3495c5b95dd,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1412,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問23,stem+choices,LOW,short_topic_header,True,False,False,0.2368,0.2368,0.1242,0.1246,0.4867,0.4902,0.5882,0.5882,15,0.5556,0.0,0.3333,0,0.0,False,none,,,0.0,0.0,0.0
learn_example,crane_all,ac-dc-basics,ac-dc-basics,src/lib/data/learn/crane-all-topics.ts,292,in_use,原動機及び電気に関する知識,直流と交流の基礎,multiple_choice,crane_all,ff1b7f22-8da4-4118-a7b0-918d5c6338dd,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,505,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問21,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.0,0.0,0.1512,0.1516,0.4193,0.4167,0.0366,0.0364,6,0.0197,0.0,0.1644,0,0.0,False,none,,,0.0,0.0,0.0137
learn_example,crane_all,completion-performance-inspection,completion-performance-inspection,src/lib/data/learn/crane-all-topics.ts,214,in_use,関係法令,落成検査・性能検査,multiple_choice,crane_all,ac7cefed-bcd2-4d06-bedd-f3f8155ee11b,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1217,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問14,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0376,0.0376,0.2191,0.2187,0.5102,0.5111,0.1123,0.1121,32,0.0626,0.0,0.247,0,0.0,False,none,,,0.0,0.0,0.0
learn_example,crane_all,controllers-switches,controllers-switches,src/lib/data/learn/crane-all-topics.ts,320,in_use,原動機及び電気に関する知識,制御器・スイッチ,multiple_choice,crane_all,45e02262-07f1-40e8-815f-2ad887facd43,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1433,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問24,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0049,0.0049,0.1921,0.1985,0.5746,0.5779,0.0617,0.061,15,0.0327,0.0,0.2172,0,0.0,False,partial,1,,0.0,0.0,0.0
learn_example,crane_all,derrick-types-structure,derrick-types-structure,src/lib/data/learn/crane-all-topics.ts,74,in_use,クレーン及びデリックに関する知識,デリックの種類と構造,multiple_choice,crane_all,07af7c33-a859-4289-9a69-69f480dcad15,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1091,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問8,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0044,0.0044,0.1492,0.1591,0.6009,0.6122,0.0269,0.0264,8,0.0141,0.0,0.1739,0,0.0,False,partial,1|2|6|240,,0.1852,0.0,0.0435
learn_example,crane_all,electric-shock,electric-shock,src/lib/data/learn/crane-all-topics.ts,347,in_use,原動機及び電気に関する知識,感電・漏電とその防止,multiple_choice,crane_all,2705da57-a4d3-4fae-8b0f-28781d631376,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1560,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問30,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0,0.0,0.2079,0.2079,0.5205,0.5205,0.0373,0.0373,8,0.0198,0.0,0.2494,0,0.0,False,none,,,0.0714,0.0,0.0
learn_example,crane_all,hoist-and-brake,hoist-and-brake,src/lib/data/learn/crane-all-topics.ts,118,in_use,クレーン及びデリックに関する知識,巻上げ装置とブレーキ,multiple_choice,crane_all,2959946b-e878-41db-83c5-67954c8661ac,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,203,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問7,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.0043,0.0043,0.1382,0.1387,0.4466,0.4462,0.0458,0.0459,12,0.024,0.0,0.1538,0,0.0,False,subset,150,,0.0357,0.0,0.0205
learn_example,crane_all,inspection-certificate,inspection-certificate,src/lib/data/learn/crane-all-topics.ts,227,in_use,関係法令,クレーン検査証,multiple_choice,mobile_crane,f5b11f26-222e-47b4-a9af-5489927c2b86,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,450,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問22,learn_fields,LOW,shared_topic_vocabulary,False,False,False,0.0239,0.0261,0.189,0.1921,0.492,0.4937,0.0772,0.076,20,0.0446,0.0,0.2219,0,0.0,False,full,2|3|10,,0.0678,0.0,0.0
learn_example,crane_all,installation-notification,installation-notification,src/lib/data/learn/crane-all-topics.ts,199,in_use,関係法令,クレーンの設置・使用の届出,multiple_choice,crane_all,46eabefc-4b6f-4a68-9fb9-d28da23c763f,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1306,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問18,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0428,0.0461,0.2496,0.2582,0.573,0.5838,0.1149,0.1205,39,0.0668,0.0,0.2944,0,0.0,False,partial,3|10|30,,0.01,0.0,0.0
learn_example,crane_all,insulation-grounding,insulation-grounding,src/lib/data/learn/crane-all-topics.ts,360,in_use,原動機及び電気に関する知識,絶縁・接地,multiple_choice,crane_all,f98b6559-97f4-4b76-8052-099652d3055b,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1454,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問25,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.0,0.0,0.1335,0.1335,0.4424,0.4424,0.0528,0.0528,10,0.0286,0.0,0.1504,0,0.0,False,none,,,0.0,0.0,0.0
learn_example,crane_all,load-types,load-types,src/lib/data/learn/crane-all-topics.ts,498,in_use,クレーンの運転のために必要な力学に関する知識,荷重の種類(静荷重・動荷重),multiple_choice,crane_all,34ac2d0c-b0d7-4df3-8885-c1ee3930cc5e,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,806,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問35,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.0,0.0,0.2061,0.2061,0.4784,0.4784,0.0457,0.0457,8,0.0242,0.0,0.189,0,0.0,False,none,,,0.0,0.0,0.0
learn_example,crane_all,lubrication-daily-check,lubrication-daily-check,src/lib/data/learn/crane-all-topics.ts,132,in_use,クレーン及びデリックに関する知識,給油・給脂と日常点検,multiple_choice,crane_all,02abc069-ac29-49b4-9ded-2fa6de7a2963,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1042,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問6,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.1304,0.1299,0.125,0.1246,0.3607,0.3602,0.1909,0.189,69,0.1712,0.0,0.2074,0,0.0,False,none,,,0.0,0.0,0.0
learn_example,crane_all,motor-types,motor-types,src/lib/data/learn/crane-all-topics.ts,306,in_use,原動機及び電気に関する知識,電動機(モータ)の種類と特性,multiple_choice,crane_all,612fc800-0308-4450-92b8-845fc8161ea9,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,547,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問23,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0026,0.0026,0.1549,0.1581,0.5402,0.543,0.0359,0.0356,8,0.019,0.0,0.1736,0,0.0,False,full,2|5,,0.0333,0.0,0.0385
learn_example,crane_all,operator-license,operator-license,src/lib/data/learn/crane-all-topics.ts,240,in_use,関係法令,運転士免許・就業制限,multiple_choice,crane_all,e4aecf6c-56b1-47db-b5c2-b1773a5046f5,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,287,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問11,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.2239,0.2271,0.2144,0.2175,0.5682,0.5666,0.2371,0.2457,103,0.2274,0.0,0.3333,0,0.0,False,subset,1|5,,0.0097,0.0,0.0
learn_example,crane_all,periodic-self-inspection,periodic-self-inspection,src/lib/data/learn/crane-all-topics.ts,253,in_use,関係法令,定期自主検査,multiple_choice,crane_all,90de5135-3fce-48ce-879b-b321d31e16c6,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1349,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問20,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0154,0.0152,0.1959,0.2051,0.5168,0.5285,0.075,0.0728,15,0.0397,0.0,0.2036,0,0.0,False,full,1|3,,0.0909,0.0,0.0
multiple_choice,diver,0cc0511c-425b-4617-99c1-070276f5557b,,supabase/migrations/20260904093530_diver_original_questions.sql,976,in_use,関係法令,高気圧業務健康診断に関する記述として、正しいものはどれか。,multiple_choice,pressure_chamber,eeb35d8e-ea2f-4a99-86b1-68a249063a54,supabase/migrations/20260904120000_pressure_chamber_2025_10_questions.sql,867,公益財団法人安全衛生技術試験協会 令和7年10月公表 高圧室内作業主任者試験 問39,stem+choices,LOW,short_topic_header,False,False,False,0.36,0.36,0.135,0.1511,0.5339,0.53,0.65,0.65,13,0.5909,0.0,0.4667,0,0.0,False,subset,1|3|6,,0.0,0.0,0.0
multiple_choice,diver,424484ed-493b-4555-bc39-5c8d646582d8,,supabase/migrations/20260904093530_diver_original_questions.sql,787,in_use,高気圧障害,成人の潜水者を水上へ救出した後の一次救命処置として、最も適切なものはど…,multiple_choice,diver,c95f1673-ed20-49ba-ba0f-8c25aa3f2aa9,supabase/migrations/20260903120100_diver_2026_04_questions.sql,678,公益財団法人安全衛生技術試験協会 令和8年4月公表 潜水士試験 問30,stem+choices,LOW,terminology_or_boilerplate,True,False,False,0.1111,0.1111,0.1261,0.1362,0.3219,0.3336,0.4091,0.4091,9,0.3333,0.0,0.2143,0,0.0,False,partial,1,,0.0,0.0,0.0
multiple_choice,diver,6c7e7171-6498-4f39-b6b0-bf3410c0c6ac,,supabase/migrations/20260904093530_diver_original_questions.sql,841,in_use,関係法令,高気圧作業安全衛生規則に基づく特別の教育に関する記述として、正しいもの…,multiple_choice,diver,ff875c0c-1d05-4323-b8c0-790944645193,supabase/migrations/20260903120000_diver_2025_10_questions.sql,723,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問32,stem+choices,LOW,terminology_or_boilerplate,True,False,False,0.1163,0.1163,0.1345,0.137,0.477,0.4765,0.3846,0.3846,10,0.3448,0.0,0.25,0,0.0,True,none,,,0.0,0.0,0.0
multiple_choice,diver,7864ad3e-048a-402e-ab04-1bf54d3dbf0e,,supabase/migrations/20260904093530_diver_original_questions.sql,922,in_use,関係法令,送気式潜水業務に配置する連絡員に関する記述として、正しいものはどれか。,multiple_choice,diver,ec6060ad-5543-472c-9a12-e4bff9615421,supabase/migrations/20260903120000_diver_2025_10_questions.sql,786,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問35,stem+choices,LOW,short_topic_header,True,False,False,0.2326,0.2326,0.1204,0.1269,0.5885,0.5846,0.5614,0.5614,16,0.4848,0.0,0.3333,0,0.0,False,subset,1|2,,0.0,0.0,0.0
multiple_choice,diver,abcc20a4-4132-4f8a-adec-17c7005173c7,,supabase/migrations/20260904093530_diver_original_questions.sql,4,in_use,潜水業務,水面上の大気圧を0.10 MPa、水深10 m増すごとに水圧が0.10…,multiple_choice,diver,622a4f6b-3ed2-4e87-bff1-91afb5e469b5,supabase/migrations/20260903120000_diver_2025_10_questions.sql,69,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問1,stem+choices,LOW,terminology_or_boilerplate,True,False,False,0.0261,0.0364,0.1176,0.0833,0.3806,0.5179,0.2727,0.2857,18,0.1895,0.0,0.0588,0,0.0,False,partial,0.20|0.40,0.20|0.40,0.0,0.0,0.0
learn_example,diver,diver-air-tank-standards,diver-air-tank-standards,src/lib/data/learn/diver-topics.ts,409,in_use,関係法令,空気槽の設置基準,multiple_choice,diver,643342af-708e-4ce8-b921-58c5c635d3ca,supabase/migrations/20260903120100_diver_2026_04_questions.sql,699,公益財団法人安全衛生技術試験協会 令和8年4月公表 潜水士試験 問31,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.1243,0.1178,0.1169,0.1151,0.4012,0.3605,0.2583,0.2431,62,0.206,0.0,0.2,0,0.0,False,partial,40|60|65|0.4|0.03,65,0.0122,0.1151,0.0
learn_example,diver,diver-barotrauma,diver-barotrauma,src/lib/data/learn/diver-topics.ts,341,in_use,高気圧障害,圧外傷(スクィーズ・ブロック),multiple_choice,diver,7015f1ca-f1f9-42f8-9f91-26d69b7d65de,supabase/migrations/20260903120100_diver_2026_04_questions.sql,573,公益財団法人安全衛生技術試験協会 令和8年4月公表 潜水士試験 問25,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.0038,0.0038,0.1287,0.1281,0.4061,0.4065,0.0488,0.0488,7,0.0257,0.0,0.1298,0,0.0,False,none,,,0.0476,0.0,0.0474
learn_example,diver,diver-bls,diver-bls,src/lib/data/learn/diver-topics.ts,398,in_use,高気圧障害,一次救命処置,multiple_choice,diver,c95f1673-ed20-49ba-ba0f-8c25aa3f2aa9,supabase/migrations/20260903120100_diver_2026_04_questions.sql,678,公益財団法人安全衛生技術試験協会 令和8年4月公表 潜水士試験 問30,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.0,0.0,0.1671,0.1633,0.4779,0.4747,0.0219,0.0219,3,0.0117,0.0,0.2143,0,0.0,False,partial,5|100|120,,0.2667,0.0,0.0
learn_example,diver,diver-buhlmann-mvalue,diver-buhlmann-mvalue,src/lib/data/learn/diver-topics.ts,238,in_use,送気、潜降及び浮上,減圧理論(ビュールマンモデル・M値),multiple_choice,pressure_chamber,699f7f89-70c4-4c49-9b2b-8d455e3eb08a,supabase/migrations/20260904120100_pressure_chamber_2026_04_questions.sql,476,公益財団法人安全衛生技術試験協会 令和8年4月公表 高圧室内作業主任者試験 問20,learn_fields,LOW,shared_topic_vocabulary,False,False,False,0.0559,0.059,0.1311,0.133,0.5684,0.5694,0.1521,0.1569,27,0.0839,0.0,0.5,0,0.0,False,subset,16,,0.1053,0.1163,0.0198
learn_example,diver,diver-circulation,diver-circulation,src/lib/data/learn/diver-topics.ts,307,in_use,高気圧障害,循環器系(心臓・血液循環),multiple_choice,diver,55356525-5892-402e-9877-360be5ee937a,supabase/migrations/20260903120000_diver_2025_10_questions.sql,513,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問22,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.0036,0.0036,0.1435,0.1435,0.4143,0.4143,0.0581,0.0581,9,0.031,0.0,0.1547,0,0.0,False,none,,,0.0833,0.0,0.017
learn_example,diver,diver-co2-o2-toxicity,diver-co2-o2-toxicity,src/lib/data/learn/diver-topics.ts,365,in_use,高気圧障害,二酸化炭素中毒・酸素中毒,multiple_choice,diver,f954b887-c3ac-47ff-a984-ee81e2a32e9d,supabase/migrations/20260903120000_diver_2025_10_questions.sql,618,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問27,learn_fields,LOW,shared_topic_vocabulary,True,False,False,0.0216,0.0219,0.1431,0.1369,0.5581,0.5512,0.0798,0.0798,15,0.0426,0.0,0.2381,0,0.0,False,subset,50|140|160,140,0.2609,0.0,0.0
learn_example,diver,diver-dcs,diver-dcs,src/lib/data/learn/diver-topics.ts,376,in_use,高気圧障害,減圧症,multiple_choice,diver,914575a7-9197-4abf-a406-629ac26a3209,supabase/migrations/20260903120000_diver_2025_10_questions.sql,639,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問28,learn_fields,LOW,terminology_or_boilerplate,True,False,False,0.0079,0.0079,0.127,0.1293,0.3869,0.3815,0.0446,0.0444,6,0.0235,0.0,0.1377,0,0.0,False,full,24,,0.0833,0.0,0.0
