query_id,query_kind,query_exam_id,query_file,query_line,usage,peer_id,peer_file,peer_line,peer_note,classification,jaccard_stem,jaccard_combo,tfidf,seq,choice_hits,number_match,reason,judge_stem,judge_scene,judge_numbers,judge_choices,judge_correct_pos,judge_distractor,judge_explanation,statutory_or_general,fix_needed,fix_applied,rationale
9e6d940c-d7ae-47b2-8131-c050f8fcc796,択一,crane_all,supabase/migrations/20260904090843_crane_all_original_questions.sql,598,in_use,845495ff-ddb9-4471-b112-e3495c5b95dd,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1412,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問23,KEEP_GENERAL,0.2368,0.1242,0.4867,0.5882,0,none,short_topic_header,弱,なし,なし,不一致,不一致,不一致,弱,general,no,no,三相誘導電動機の回転磁界は教科書。比較先はすべり数値や巻線形構造の別命題。
1bb6a93e-6736-4048-8ab0-31958054d561,択一,mobile_crane,supabase/migrations/20260904092212_mobile_crane_original_questions.sql,4,in_use,1d6c3e86-335c-48ef-932c-d6c934fe48b5,supabase/migrations/20260902133100_mobile_crane_2025_10_questions.sql,24,公益財団法人安全衛生技術試験協会 令和7年10月公表 移動式クレーン運転士試験 問2,KEEP_GENERAL,0.4516,0.1299,0.3297,0.8163,0,none,short_topic_header,短題で中,なし,なし,不一致,不一致,不一致,弱,general,no,no,型式名の説明。比較先の正解はラフテレーン車軸で、オリジナルの正解はトラッククレーンの運転室分割。
7500a9be-dfd0-4566-8b51-f79152099655,択一,mobile_crane,supabase/migrations/20260904092212_mobile_crane_original_questions.sql,31,in_use,6544cbe0-ecb4-4839-8e9b-5ac6de8dfe27,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,69,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問1,KEEP_GENERAL,0.3462,0.156,0.4007,0.6667,0,none,short_topic_header,弱,なし,なし,定義1肢が近い,不一致,不一致,弱,general,no,no,ジブ傾斜角＝中心線と水平面のなす角はJIS/教科書定義。避けられない用語一致。
9b1b2a94-6a07-4d54-8cef-fba99f0e2945,択一,mobile_crane,supabase/migrations/20260904092212_mobile_crane_original_questions.sql,166,in_use,08294c85-e1cb-4248-a2c1-824e5b4b3242,supabase/migrations/20260904130100_cargo_gear_2026_04_questions.sql,111,公益財団法人安全衛生技術試験協会 令和8年4月公表 揚貨装置運転士試験 問3,KEEP_GENERAL,0.3333,0.1273,0.496,0.6364,0,none,short_topic_header,弱,なし,なし,不一致,不一致,不一致,弱,general,no,no,ワイヤロープ点検項目は一般知識。比較先はSよりZより・ラングよりの別論点。
f5c03d95-5e27-45cd-be71-d81aa63555f5,択一,mobile_crane,supabase/migrations/20260904092212_mobile_crane_original_questions.sql,193,in_use,6cb3a30e-bf27-48e9-a028-62d9ddd775db,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,153,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問8,KEEP_GENERAL,0.5333,0.1402,0.3685,0.8,0,none,short_topic_header,短題で中,なし,なし,不一致,一致は偶然,不一致,弱,general,no,no,巻過防止の機能説明。比較先の正解は外れ止めで、装置の対応が違う。
45f7977f-2c97-4b07-bea5-ebd3b89f6c2a,択一,mobile_crane,supabase/migrations/20260904092212_mobile_crane_original_questions.sql,603,in_use,957e7fc0-6300-4e88-b580-0db230b757fc,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1328,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問19,KEEP_STATUTORY,0.3529,0.1298,0.2332,0.64,0,partial,short_topic_header,弱,なし,法定(5t/1t),不一致,一致は偶然,不一致,弱,statutory,no,no,移動式の免許・技能講習・特別教育のトン境は政令。比較先はデリックの別シナリオ。
bf1bd7e3-82a4-4d72-bbbe-8d9215e552b3,択一,mobile_crane,supabase/migrations/20260904092212_mobile_crane_original_questions.sql,1035,in_use,fa56ef51-2c32-435e-9645-08b4386c49d6,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,871,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問38,KEEP_GENERAL,0.1553,0.1436,0.2296,0.4513,0,partial,statutory_or_formula_numbers,弱,別場面,9.8のみ共有,不一致,不一致,不一致,同族公式,general,no,no,2本ロープの張力は力学の定番。質量2000 kgと60°は比較先(10 kg・鉛直30°)と違う。g=9.8は物理定数。
5e57b6ad-8711-4672-a364-80573c3ef59f,択一,mobile_crane,supabase/migrations/20260904092212_mobile_crane_original_questions.sql,1062,in_use,aabc38c2-5ed8-4aee-a813-923b24372eac,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1602,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問32,FALSE_POSITIVE,0.0226,0.0823,0.4287,0.1549,0,partial,terminology_or_boilerplate,なし,なし,kN語彙,単位の偶然一致,不一致,不一致,なし,general,no,no,4本支持の理想滑車。比較先は天井クレーンの支点反力。共有はkN選択肢の桁だけ。
7bdd6ebf-56c5-4287-be0e-62eba331049c,択一,xray,supabase/migrations/20260904093529_xray_original_questions.sql,4,in_use,bef8f0cd-d83c-4e3a-ba05-df883fd7e279,supabase/migrations/20260903110000_xray_2025_10_questions.sql,70,公益財団法人安全衛生技術試験協会 令和7年10月公表 エックス線作業主任者試験 問1,KEEP_GENERAL,0.3333,0.1325,0.452,0.7,0,none,short_topic_header,弱,なし,なし,不一致,不一致,不一致,弱,general,no,no,熱電子とターゲット衝突は教科書。比較先は実焦点・特性X線の別命題。
0e6a7bd9-be4d-43e7-aafd-886d4ffaa80e,択一,xray,supabase/migrations/20260904093529_xray_original_questions.sql,85,in_use,9b4d9560-e4b2-4b0f-abe9-580c662362e1,supabase/migrations/20260903110100_xray_2026_04_questions.sql,132,公益財団法人安全衛生技術試験協会 令和8年4月公表 エックス線作業主任者試験 問4,KEEP_GENERAL,0.6667,0.1769,0.4274,0.8235,0,none,short_topic_header,短題で中,なし,なし,不一致,一致は偶然,不一致,弱,general,no,no,干渉性散乱の定義。比較先の正解は光電効果の用語誤りで、命題集合が違う。
88661c2e-9dab-49b6-81c8-5f4d4f2d090e,択一,xray,supabase/migrations/20260904093529_xray_original_questions.sql,544,in_use,1246f74a-7fcc-4e58-bd2d-190c38776bf3,supabase/migrations/20260903110000_xray_2025_10_questions.sql,503,公益財団法人安全衛生技術試験協会 令和7年10月公表 エックス線作業主任者試験 問21,KEEP_GENERAL,0.303,0.1316,0.0288,0.6809,0,none,short_topic_header,弱,なし,なし,不一致,不一致,不一致,弱,general,no,no,Sv/Gy/Bqの対応はSI。比較先はフルエンス等の別組合せ。
abcc20a4-4132-4f8a-adec-17c7005173c7,択一,diver,supabase/migrations/20260904093530_diver_original_questions.sql,4,in_use,622a4f6b-3ed2-4e87-bff1-91afb5e469b5,supabase/migrations/20260903120000_diver_2025_10_questions.sql,69,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問1,KEEP_GENERAL,0.0261,0.1176,0.3806,0.2727,0,partial,terminology_or_boilerplate,弱,別場面,0.10/10mは教科書,不一致,不一致,不一致,弱,general,no,no,水深20 mの絶対圧と酸素分圧。比較先はゲージ0.3 MPaの窒素分圧。10 m=0.1 MPaは一般換算。
424484ed-493b-4555-bc39-5c8d646582d8,択一,diver,supabase/migrations/20260904093530_diver_original_questions.sql,787,in_use,c95f1673-ed20-49ba-ba0f-8c25aa3f2aa9,supabase/migrations/20260903120100_diver_2026_04_questions.sql,678,公益財団法人安全衛生技術試験協会 令和8年4月公表 潜水士試験 問30,KEEP_GENERAL,0.1111,0.1261,0.3219,0.4091,0,partial,terminology_or_boilerplate,弱,なし,なし,不一致,不一致,不一致,弱,general,no,no,BLSの反応・呼吸・胸骨圧迫はガイドライン。比較先の正解は柔らかい布団の誤文。
6c7e7171-6498-4f39-b6b0-bf3410c0c6ac,択一,diver,supabase/migrations/20260904093530_diver_original_questions.sql,841,in_use,ff875c0c-1d05-4323-b8c0-790944645193,supabase/migrations/20260903120000_diver_2025_10_questions.sql,723,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問32,KEEP_STATUTORY,0.1163,0.1345,0.477,0.3846,0,none,terminology_or_boilerplate,弱,なし,なし,法定対象の重なり,一致は偶然,不一致,弱,statutory,no,no,送気バルブ操作が特別教育対象であることは高気圧則11条。比較先は水深10 m未満の誤文。
1ce601b3-74b7-428f-bffb-6230dfd84e05,択一,diver,supabase/migrations/20260904093530_diver_original_questions.sql,868,in_use,061050d5-ee39-4ba5-9135-cee2ec923ec1,supabase/migrations/20260903120000_diver_2025_10_questions.sql,744,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問33,KEEP_STATUTORY,0.1402,0.1946,0.5935,0.3249,0,partial,statutory_or_formula_numbers,強,同型,入力1つ違い,深度列が同型,不一致,同型,同式,statutory,yes,yes,比較先と同型だった『調整器なし・圧縮機能力→最大水深』をやめ、水深25 mで必要な水面換算能力を問う形に変えた。残る一致は高気圧則28条の60 L/minと換算式60×(D+10)/10だけ。独立再計算: 60×35/10=210。正答210 L（3番目）・誤答150/180/240/300。法令値は未変更。
7864ad3e-048a-402e-ab04-1bf54d3dbf0e,択一,diver,supabase/migrations/20260904093530_diver_original_questions.sql,922,in_use,ec6060ad-5543-472c-9a12-e4bff9615421,supabase/migrations/20260903120000_diver_2025_10_questions.sql,786,公益財団法人安全衛生技術試験協会 令和7年10月公表 潜水士試験 問35,KEEP_STATUTORY,0.2326,0.1204,0.5885,0.5614,0,subset,short_topic_header,弱,なし,法定(2人以下に1人),比の文言,不一致,不一致,弱,statutory,no,no,連絡員の配置比は高気圧則36条。比較先は連絡員の職務列挙の誤文選択。
0cc0511c-425b-4617-99c1-070276f5557b,択一,diver,supabase/migrations/20260904093530_diver_original_questions.sql,976,in_use,eeb35d8e-ea2f-4a99-86b1-68a249063a54,supabase/migrations/20260904120000_pressure_chamber_2025_10_questions.sql,867,公益財団法人安全衛生技術試験協会 令和7年10月公表 高圧室内作業主任者試験 問39,KEEP_STATUTORY,0.36,0.135,0.5339,0.65,0,subset,short_topic_header,弱,なし,法定(雇入/配置/6月),不一致,不一致,不一致,弱,statutory,no,no,高気圧健診の実施時期は高気圧則38条。比較先の正解は結果通知期限の誤文。
e080822c-70cd-46c9-b9be-f702e99cba5b,択一,pressure_chamber,supabase/migrations/20260904093532_pressure_chamber_original_questions.sql,220,in_use,efb11690-018e-4034-a7be-5096f0300e06,supabase/migrations/20260904120100_pressure_chamber_2026_04_questions.sql,266,公益財団法人安全衛生技術試験協会 令和8年4月公表 高圧室内作業主任者試験 問10,KEEP_GENERAL,0.3636,0.1378,0.307,0.6939,0,none,short_topic_header,弱,なし,なし,不一致,不一致,不一致,弱,general,no,no,圧気の有害ガス測定の必要性。比較先の正解はCOとグロブリンの誤文。
2270aad9-a18a-4a66-a065-1d0056bf5507,択一,pressure_chamber,supabase/migrations/20260904093532_pressure_chamber_original_questions.sql,896,in_use,118ab76e-7c65-448f-9e0c-3caac351a5b1,supabase/migrations/20260904120000_pressure_chamber_2025_10_questions.sql,762,公益財団法人安全衛生技術試験協会 令和7年10月公表 高圧室内作業主任者試験 問34,KEEP_STATUTORY,0.1404,0.2254,0.402,0.4058,0,none,terminology_or_boilerplate,弱,なし,なし,法定対象リスト,不一致,不一致,弱,statutory,no,no,特別教育対象業務のリストは高気圧則11条。比較先は圧縮機『点検』が対象外という条文そのもの。
d11da945-0f21-4b75-b8df-5cfd50510d62,択一,pressure_chamber,supabase/migrations/20260904093532_pressure_chamber_original_questions.sql,923,in_use,5f4ef1e0-41ab-4f98-bbcd-aae8affd0182,supabase/migrations/20260904120100_pressure_chamber_2026_04_questions.sql,791,公益財団法人安全衛生技術試験協会 令和8年4月公表 高圧室内作業主任者試験 問35,KEEP_STATUTORY,0.1467,0.1885,0.3921,0.4444,0,none,short_topic_header,弱,なし,なし,法定計画事項,不一致,不一致,弱,statutory,no,no,作業計画に示す事項は高気圧則12条の2。比較先の非該当事項は平均作業圧力。
27d942e3-03ea-40b1-9bcc-9a38c64ae299,択一,cargo_gear,supabase/migrations/20260904093533_cargo_gear_original_questions.sql,436,in_use,af6e94bb-9a97-45bd-8a15-3fcf7080265f,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,557,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問27,KEEP_STATUTORY,0.1333,0.1531,0.4307,0.3273,1,subset,terminology_or_boilerplate,中,同型,8/6/4/9の組,4肢が同型,一致していた,同型,弱,statutory,yes,yes,使用禁止の直前％セットをやめ、『まだ使えるもの』に反転。正答は直径減6％（2番目）。キンク・形崩れ・鎖伸び6％・リンク減12％は安衛則471/472の禁止側。残る一致は10％素線切れ・7％超径減・5％超伸び・10％超リンク減の法令値だけ。6％<7％超なので使用可、独立判定済み。
heart-circulation,learn,hygiene,src/lib/data/learn-content.ts,184,in_use,85882294-cc3a-4010-8ef6-94f554f930db,supabase/migrations/0004_past_exam_questions.sql,1627,公益財団法人安全衛生技術試験協会 令和7年10月公表 第一種衛生管理者試験 問36,KEEP_GENERAL,0.002,0.1306,0.3756,0.0308,0,none,terminology_or_boilerplate,弱,なし,なし,n/a,n/a,n/a,中,general,yes,yes,伝導系→体循環／肺循環→動脈硬化の比較先順を、左右心室の出口→肺動静脈の中身→内膜沈着に組み替えた。残る一致は左心室＝大動脈、右心室＝肺動脈という解剖の定義だけ。特定問題の誤肢（左心室→肺動脈）は教材の結論列に置いていない。
nervous-system,learn,hygiene,src/lib/data/learn-content.ts,198,in_use,59b64bfe-e756-497f-8464-bc27fdb5c0d7,supabase/migrations/0004_past_exam_questions.sql,1723,公益財団法人安全衛生技術試験協会 令和7年10月公表 第一種衛生管理者試験 問41,KEEP_GENERAL,0.004,0.151,0.5201,0.0243,0,none,shared_topic_vocabulary,弱,なし,なし,n/a,n/a,n/a,中,general,yes,yes,皮質／髄質の対と交感ペアの試験向け分岐をやめ、機能（随意／生命維持）から入る構成にした。残る一致は中枢＝脳と脊髄、交感＝心拍増加という教科書定義。延髄＝随意運動、という比較先誤肢は残していない。
blood-composition,learn,hygiene,src/lib/data/learn-content.ts,240,in_use,28a15fdf-bc8f-4cfe-a431-0746f562a6d9,supabase/migrations/0004_past_exam_questions.sql,845,公益財団法人安全衛生技術試験協会 令和8年4月公表 第一種衛生管理者試験 問40,KEEP_GENERAL,0.0,0.1964,0.531,0.021,0,subset,shared_topic_vocabulary,中,中,60％の誤図,n/a,n/a,n/a,強,general,yes,yes,血球・血漿の教科書説明を『運ぶ・守る・固める』の機能順に組み替えた。残る一致はヘマトクリット約40％、赤血球寿命約120日、好中球・リンパ球の一般割合だけ。数値は教科書値で変更不可。
muscle-movement,learn,hygiene,src/lib/data/learn-content.ts,254,in_use,5bb7b00f-aa7c-4561-a0c1-5a42ae242877,supabase/migrations/0004_past_exam_questions.sql,1742,公益財団法人安全衛生技術試験協会 令和7年10月公表 第一種衛生管理者試験 問42,KEEP_GENERAL,0.0,0.2013,0.5512,0.021,0,none,shared_topic_vocabulary,強,強,なし,n/a,n/a,n/a,強,general,yes,yes,骨格筋・平滑筋・心筋の対比を収縮様式と酸化の行き先から書き直した。残る一致は等張性／等尺性の一般定義とグリコーゲン酸化だけ。法令値なし。
thermoregulation,learn,hygiene,src/lib/data/learn-content.ts,268,in_use,1ab9155c-f653-4900-bfcc-8fd5d1cde2ee,supabase/migrations/0004_past_exam_questions.sql,883,公益財団法人安全衛生技術試験協会 令和8年4月公表 第一種衛生管理者試験 問42,KEEP_GENERAL,0.0041,0.1506,0.4778,0.0245,0,full,terminology_or_boilerplate,弱,弱,100g/70kg/1℃,n/a,n/a,n/a,中,general,yes,yes,100 g・70 kg・1℃の気化冷却例は教科書の概算で数値は維持。文の切り出しだけ変えた。残る一致はその概算と視床下部という一般生理。比較先の五肢束は残していない。
noise-health,learn,hygiene,src/lib/data/learn-content.ts,380,in_use,957b12bf-bb08-4e45-8c6b-21e4e093fb92,supabase/migrations/0004_past_exam_questions.sql,344,公益財団法人安全衛生技術試験協会 令和8年4月公表 第一種衛生管理者試験 問14,KEEP_GENERAL,0.0089,0.1215,0.36,0.0588,0,none,terminology_or_boilerplate,弱,なし,なし,n/a,n/a,n/a,中,general,yes,yes,発生源→経路→受音者は騒音管理の一般枠。『試験で問われます』をガイドライン実施の肯定文に変えた。残る一致はこの三層枠だけ。
wbgt,learn,hygiene,src/lib/data/learn-content.ts,436,in_use,2f7a8096-e81f-4c3a-9019-67dfdf047a31,supabase/migrations/0004_past_exam_questions.sql,616,公益財団法人安全衛生技術試験協会 令和8年4月公表 第一種衛生管理者試験 問28,KEEP_GENERAL,0.0,0.2191,0.6279,0.0176,0,none,shared_topic_vocabulary,弱,なし,なし,n/a,n/a,n/a,中,general,yes,yes,『基準値未満でリスクが高まる』という逆記述ミラーを削除し、WBGTを気温の別名ではない熱ストレス指標として説明した。残る一致は湿球・黒球・乾球という指標の定義要素だけ。基準値の法令・指針値は変えていない（式の暗記もしていない）。
lifting-posture,learn,hygiene,src/lib/data/learn-content.ts,450,in_use,266aa559-362c-4085-aa5c-555c7363c6c7,supabase/migrations/0004_past_exam_questions.sql,692,公益財団法人安全衛生技術試験協会 令和8年4月公表 第一種衛生管理者試験 問32,KEEP_STATUTORY,0.0396,0.1713,0.552,0.1072,0,subset,shared_topic_vocabulary,中,中,法定指針18/40％,n/a,n/a,n/a,中,statutory,yes,yes,18歳・体重40％・6か月は腰痛予防指針の目安で変更不可。持ち上げ手順を『荷に近づき股関節を曲げる』に変えた。残る一致は指針値と膝を伸ばした前屈が負担、という一般指導。
food-poisoning,learn,hygiene,src/lib/data/learn-content.ts,464,in_use,41ffdc46-93fc-4e01-87e7-246f50ef27e3,supabase/migrations/0004_past_exam_questions.sql,1513,公益財団法人安全衛生技術試験協会 令和7年10月公表 第一種衛生管理者試験 問30,KEEP_GENERAL,0.002,0.1485,0.4568,0.0214,0,full,terminology_or_boilerplate,中,中,O-157/O-111,n/a,n/a,n/a,強,general,yes,yes,感染型／毒素型の菌名リスト歩きをやめ、予防の共通項から入る構成にした。残る一致はカンピロバクター・黄色ブドウ球菌・ノロウイルスの一般分類だけ。特定問題の誤肢順は残していない。
hygiene-manager-appointment,learn,hygiene,src/lib/data/learn-content.ts,478,in_use,3a63b701-2a3c-4771-855b-36b750b4883e,supabase/migrations/0004_past_exam_questions.sql,2379,公益財団法人安全衛生技術試験協会 令和7年10月公表 第二種衛生管理者試験 問1,KEEP_STATUTORY,0.0148,0.1165,0.5006,0.0371,0,partial,shared_topic_vocabulary,なし,なし,法定閾値,n/a,n/a,n/a,弱,statutory,no,no,選任人数表。50/500/1000は安衛法令任。比較先の深夜業シナリオは再現していない。
industrial-physician-appointment,learn,hygiene,src/lib/data/learn-content.ts,516,in_use,3a63b701-2a3c-4771-855b-36b750b4883e,supabase/migrations/0004_past_exam_questions.sql,2379,公益財団法人安全衛生技術試験協会 令和7年10月公表 第二種衛生管理者試験 問1,KEEP_STATUTORY,0.0175,0.1134,0.5213,0.083,0,partial,shared_topic_vocabulary,なし,なし,法定閾値,n/a,n/a,n/a,なし,statutory,no,no,産業医・総括の選任表。法定床だけが重なる。
health-checkup-records,learn,hygiene,src/lib/data/learn-content.ts,549,in_use,eeb35d8e-ea2f-4a99-86b1-68a249063a54,supabase/migrations/20260904120000_pressure_chamber_2025_10_questions.sql,867,公益財団法人安全衛生技術試験協会 令和7年10月公表 高圧室内作業主任者試験 問39,FALSE_POSITIVE,0.0105,0.0801,0.4529,0.0615,0,subset,terminology_or_boilerplate,なし,なし,なし,n/a,n/a,n/a,なし,accidental,no,no,一般健診の保存。比較先は高気圧健診。LCSは『があると』程度。
working-hours-rest,learn,hygiene,src/lib/data/learn-content.ts,575,in_use,b7e4ebc5-b28e-4402-ba60-f02af38fa848,supabase/migrations/0004_past_exam_questions.sql,1436,公益財団法人安全衛生技術試験協会 令和7年10月公表 第一種衛生管理者試験 問26,KEEP_STATUTORY,0.0155,0.1257,0.4717,0.0553,0,partial,terminology_or_boilerplate,なし,なし,法定60分,n/a,n/a,n/a,なし,statutory,no,no,8時間・40時間・休憩45/60分は労基法。比較先の監視断続・フレックスは無い。
paid-leave,learn,hygiene,src/lib/data/learn-content.ts,611,in_use,71dfffae-d042-430a-ab93-b29221a598ba,supabase/migrations/0004_past_exam_questions.sql,574,公益財団法人安全衛生技術試験協会 令和8年4月公表 第一種衛生管理者試験 問26,KEEP_STATUTORY,0.0962,0.0917,0.4246,0.12,0,partial,terminology_or_boilerplate,弱,なし,法定8割/付与表,n/a,n/a,n/a,弱,statutory,no,no,年休付与表。8割出勤は労基法39条文言。比較先の週20時間・3日の労働者は無い。
